PROCESS_ID,COMPONENT_ID,THREAD_ID,TRANSACTION_ID,LOG_LEVEL,MESSAGE_ID,MESSAGE_TEXT,CREATION_TIMESTAMP,
PROCESS_1,COMPONENT_3,75,1483246810610074.75,DEBUG_X,DEBUG_X_Message_Id_XYZ_75085,DEBUG_X_Message_Text_XYZ_75085,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_2,35,1483246809583512.35,DEBUG_X,DEBUG_X_Message_Id_XYZ_35079,DEBUG_X_Message_Text_XYZ_35079,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,35,1483246809583512.35,WARN,WARN_Message_Id_XYZ_35096,WARN_Message_Text_XYZ_35096,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,35,1483246809583512.35,DEBUG_X,DEBUG_X_Message_Id_XYZ_35007,DEBUG_X_Message_Text_XYZ_35007,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,35,1483246809583512.35,ERROR,ERROR_Message_Id_XYZ_35080,ERROR_Message_Text_XYZ_35080,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,35,1483246809583512.35,WARN,WARN_Message_Id_XYZ_35092,WARN_Message_Text_XYZ_35092,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_1,61,1483246812670136.61,ERROR,ERROR_Message_Id_XYZ_61048,ERROR_Message_Text_XYZ_61048,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,61,1483246812670136.61,INFO,INFO_Message_Id_XYZ_61022,INFO_Message_Text_XYZ_61022,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,61,1483246812670136.61,DEBUG_X,DEBUG_X_Message_Id_XYZ_61016,DEBUG_X_Message_Text_XYZ_61016,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,61,1483246812670136.61,ERROR,ERROR_Message_Id_XYZ_61046,ERROR_Message_Text_XYZ_61046,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,61,1483246812670136.61,FATAL,FATAL_Message_Id_XYZ_61045,FATAL_Message_Text_XYZ_61045,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_2,95,1483246805898609.95,ERROR,ERROR_Message_Id_XYZ_95047,ERROR_Message_Text_XYZ_95047,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,95,1483246805898609.95,INFO,INFO_Message_Id_XYZ_95093,INFO_Message_Text_XYZ_95093,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,95,1483246805898609.95,WARN,WARN_Message_Id_XYZ_95073,WARN_Message_Text_XYZ_95073,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,95,1483246805898609.95,ERROR,ERROR_Message_Id_XYZ_95002,ERROR_Message_Text_XYZ_95002,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,95,1483246805898609.95,INFO,INFO_Message_Id_XYZ_95030,INFO_Message_Text_XYZ_95030,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_1,14,1483246805018939.14,ERROR,ERROR_Message_Id_XYZ_14026,ERROR_Message_Text_XYZ_14026,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,14,1483246805018939.14,DEBUG_X,DEBUG_X_Message_Id_XYZ_14096,DEBUG_X_Message_Text_XYZ_14096,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,14,1483246805018939.14,INFO,INFO_Message_Id_XYZ_14008,INFO_Message_Text_XYZ_14008,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,14,1483246805018939.14,DEBUG_X,DEBUG_X_Message_Id_XYZ_14012,DEBUG_X_Message_Text_XYZ_14012,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,14,1483246805018939.14,ERROR,ERROR_Message_Id_XYZ_14006,ERROR_Message_Text_XYZ_14006,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_3,22,1483246807092571.22,INFO,INFO_Message_Id_XYZ_22071,INFO_Message_Text_XYZ_22071,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,22,1483246807092571.22,ERROR,ERROR_Message_Id_XYZ_22007,ERROR_Message_Text_XYZ_22007,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,22,1483246807092571.22,INFO,INFO_Message_Id_XYZ_22036,INFO_Message_Text_XYZ_22036,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,22,1483246807092571.22,DEBUG_X,DEBUG_X_Message_Id_XYZ_22029,DEBUG_X_Message_Text_XYZ_22029,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,22,1483246807092571.22,INFO,INFO_Message_Id_XYZ_22069,INFO_Message_Text_XYZ_22069,2017/01/01 00:00:07.092571,
PROCESS_2,COMPONENT_2,11,1483246811011193.11,INFO,INFO_Message_Id_XYZ_11090,INFO_Message_Text_XYZ_11090,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,11,1483246811011193.11,ERROR,ERROR_Message_Id_XYZ_11053,ERROR_Message_Text_XYZ_11053,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,11,1483246811011193.11,DEBUG_X,DEBUG_X_Message_Id_XYZ_11045,DEBUG_X_Message_Text_XYZ_11045,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,11,1483246811011193.11,DEBUG_X,DEBUG_X_Message_Id_XYZ_11013,DEBUG_X_Message_Text_XYZ_11013,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,11,1483246811011193.11,INFO,INFO_Message_Id_XYZ_11092,INFO_Message_Text_XYZ_11092,2017/01/01 00:00:11.011193,
PROCESS_1,COMPONENT_2,10,1483246803866445.10,WARN,WARN_Message_Id_XYZ_10024,WARN_Message_Text_XYZ_10024,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,10,1483246803866445.10,INFO,INFO_Message_Id_XYZ_10074,INFO_Message_Text_XYZ_10074,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,10,1483246803866445.10,INFO,INFO_Message_Id_XYZ_10085,INFO_Message_Text_XYZ_10085,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,10,1483246803866445.10,ERROR,ERROR_Message_Id_XYZ_10029,ERROR_Message_Text_XYZ_10029,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,10,1483246803866445.10,INFO,INFO_Message_Id_XYZ_10087,INFO_Message_Text_XYZ_10087,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_4,58,1483246806315133.58,FATAL,FATAL_Message_Id_XYZ_58044,FATAL_Message_Text_XYZ_58044,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,58,1483246806315133.58,DEBUG_X,DEBUG_X_Message_Id_XYZ_58055,DEBUG_X_Message_Text_XYZ_58055,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,58,1483246806315133.58,ERROR,ERROR_Message_Id_XYZ_58028,ERROR_Message_Text_XYZ_58028,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,58,1483246806315133.58,ERROR,ERROR_Message_Id_XYZ_58089,ERROR_Message_Text_XYZ_58089,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,58,1483246806315133.58,INFO,INFO_Message_Id_XYZ_58096,INFO_Message_Text_XYZ_58096,2017/01/01 00:00:06.315133,
PROCESS_2,COMPONENT_4,01,1483246811634451.01,WARN,WARN_Message_Id_XYZ_01096,WARN_Message_Text_XYZ_01096,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,01,1483246811634451.01,INFO,INFO_Message_Id_XYZ_01036,INFO_Message_Text_XYZ_01036,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,01,1483246811634451.01,INFO,INFO_Message_Id_XYZ_01080,INFO_Message_Text_XYZ_01080,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,01,1483246811634451.01,FATAL,FATAL_Message_Id_XYZ_01087,FATAL_Message_Text_XYZ_01087,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,01,1483246811634451.01,ERROR,ERROR_Message_Id_XYZ_01093,ERROR_Message_Text_XYZ_01093,2017/01/01 00:00:11.634451,
PROCESS_1,COMPONENT_2,88,1483246805257458.88,ERROR,ERROR_Message_Id_XYZ_88014,ERROR_Message_Text_XYZ_88014,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,88,1483246805257458.88,INFO,INFO_Message_Id_XYZ_88054,INFO_Message_Text_XYZ_88054,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,88,1483246805257458.88,FATAL,FATAL_Message_Id_XYZ_88009,FATAL_Message_Text_XYZ_88009,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,88,1483246805257458.88,INFO,INFO_Message_Id_XYZ_88049,INFO_Message_Text_XYZ_88049,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,88,1483246805257458.88,INFO,INFO_Message_Id_XYZ_88087,INFO_Message_Text_XYZ_88087,2017/01/01 00:00:05.257458,
PROCESS_2,COMPONENT_1,11,1483246801426845.11,ERROR,ERROR_Message_Id_XYZ_11099,ERROR_Message_Text_XYZ_11099,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,11,1483246801426845.11,ERROR,ERROR_Message_Id_XYZ_11082,ERROR_Message_Text_XYZ_11082,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,11,1483246801426845.11,ERROR,ERROR_Message_Id_XYZ_11079,ERROR_Message_Text_XYZ_11079,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,11,1483246801426845.11,ERROR,ERROR_Message_Id_XYZ_11060,ERROR_Message_Text_XYZ_11060,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,11,1483246801426845.11,DEBUG_X,DEBUG_X_Message_Id_XYZ_11033,DEBUG_X_Message_Text_XYZ_11033,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_2,19,1483246813801738.19,WARN,WARN_Message_Id_XYZ_19023,WARN_Message_Text_XYZ_19023,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,19,1483246813801738.19,ERROR,ERROR_Message_Id_XYZ_19009,ERROR_Message_Text_XYZ_19009,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,19,1483246813801738.19,DEBUG_X,DEBUG_X_Message_Id_XYZ_19067,DEBUG_X_Message_Text_XYZ_19067,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,19,1483246813801738.19,ERROR,ERROR_Message_Id_XYZ_19047,ERROR_Message_Text_XYZ_19047,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,19,1483246813801738.19,ERROR,ERROR_Message_Id_XYZ_19096,ERROR_Message_Text_XYZ_19096,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_1,25,1483246807807787.25,DEBUG_X,DEBUG_X_Message_Id_XYZ_25015,DEBUG_X_Message_Text_XYZ_25015,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,25,1483246807807787.25,INFO,INFO_Message_Id_XYZ_25028,INFO_Message_Text_XYZ_25028,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,25,1483246807807787.25,DEBUG_X,DEBUG_X_Message_Id_XYZ_25090,DEBUG_X_Message_Text_XYZ_25090,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,25,1483246807807787.25,WARN,WARN_Message_Id_XYZ_25083,WARN_Message_Text_XYZ_25083,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,25,1483246807807787.25,WARN,WARN_Message_Id_XYZ_25075,WARN_Message_Text_XYZ_25075,2017/01/01 00:00:07.807787,
