PROCESS_ID,COMPONENT_ID,TRANSACTION_ID,STATISTIC_NAME,STATISTIC_DURATION,CREATION_TIMESTAMP,
PROCESS_2,COMPONENT_2,1483246810318033.17,XYZ_Latency_056,0.77,2017/01/01 00:00:10.318033,
PROCESS_2,COMPONENT_2,1483246810318033.17,XYZ_Latency_076,1.52,2017/01/01 00:00:10.318033,
PROCESS_2,COMPONENT_2,1483246810318033.17,XYZ_Latency_083,0.41,2017/01/01 00:00:10.318033,
PROCESS_2,COMPONENT_1,1483246802859969.62,XYZ_Latency_090,1.63,2017/01/01 00:00:02.859969,
PROCESS_2,COMPONENT_1,1483246802859969.62,XYZ_Latency_055,1.19,2017/01/01 00:00:02.859969,
PROCESS_2,COMPONENT_1,1483246802859969.62,XYZ_Latency_091,1.31,2017/01/01 00:00:02.859969,
PROCESS_2,COMPONENT_1,1483246802859969.62,XYZ_Latency_075,1.95,2017/01/01 00:00:02.859969,
PROCESS_2,COMPONENT_1,1483246802859969.62,XYZ_Latency_064,1.41,2017/01/01 00:00:02.859969,
PROCESS_1,COMPONENT_1,1483246801584787.65,XYZ_Latency_082,1.24,2017/01/01 00:00:01.584787,
PROCESS_1,COMPONENT_1,1483246801584787.65,XYZ_Latency_052,0.93,2017/01/01 00:00:01.584787,
PROCESS_1,COMPONENT_1,1483246801584787.65,XYZ_Latency_025,0.34,2017/01/01 00:00:01.584787,
PROCESS_1,COMPONENT_1,1483246801584787.65,XYZ_Latency_035,0.69,2017/01/01 00:00:01.584787,
PROCESS_1,COMPONENT_1,1483246801584787.65,XYZ_Latency_009,1.92,2017/01/01 00:00:01.584787,
PROCESS_1,COMPONENT_3,1483246810610074.75,XYZ_Latency_031,1.98,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_3,1483246810610074.75,XYZ_Latency_004,1.58,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_3,1483246810610074.75,XYZ_Latency_063,0.64,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_3,1483246810610074.75,XYZ_Latency_051,0.22,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_3,1483246810610074.75,XYZ_Latency_082,0.16,2017/01/01 00:00:10.610074,
PROCESS_1,COMPONENT_2,1483246809583512.35,XYZ_Latency_009,1.7,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,1483246809583512.35,XYZ_Latency_069,1.01,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,1483246809583512.35,XYZ_Latency_096,1.23,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,1483246809583512.35,XYZ_Latency_038,1.51,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_2,1483246809583512.35,XYZ_Latency_001,0.82,2017/01/01 00:00:09.583512,
PROCESS_1,COMPONENT_1,1483246812670136.61,XYZ_Latency_062,1.07,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,1483246812670136.61,XYZ_Latency_044,0.82,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,1483246812670136.61,XYZ_Latency_059,0.27,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,1483246812670136.61,XYZ_Latency_036,0.52,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_1,1483246812670136.61,XYZ_Latency_088,0.52,2017/01/01 00:00:12.670136,
PROCESS_1,COMPONENT_2,1483246805898609.95,XYZ_Latency_092,0.62,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,1483246805898609.95,XYZ_Latency_087,1.19,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,1483246805898609.95,XYZ_Latency_057,0.19,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,1483246805898609.95,XYZ_Latency_010,0.26,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_2,1483246805898609.95,XYZ_Latency_006,1.75,2017/01/01 00:00:05.898609,
PROCESS_1,COMPONENT_1,1483246805018939.14,XYZ_Latency_015,1.5,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,1483246805018939.14,XYZ_Latency_081,0.43,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,1483246805018939.14,XYZ_Latency_067,1.07,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,1483246805018939.14,XYZ_Latency_098,0.71,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_1,1483246805018939.14,XYZ_Latency_043,1.28,2017/01/01 00:00:05.018939,
PROCESS_1,COMPONENT_3,1483246807092571.22,XYZ_Latency_097,1.6,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,1483246807092571.22,XYZ_Latency_025,0.49,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,1483246807092571.22,XYZ_Latency_023,0.18,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,1483246807092571.22,XYZ_Latency_055,0.53,2017/01/01 00:00:07.092571,
PROCESS_1,COMPONENT_3,1483246807092571.22,XYZ_Latency_064,1.22,2017/01/01 00:00:07.092571,
PROCESS_2,COMPONENT_2,1483246811011193.11,XYZ_Latency_034,0.3,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,1483246811011193.11,XYZ_Latency_074,1.96,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,1483246811011193.11,XYZ_Latency_083,1.8,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,1483246811011193.11,XYZ_Latency_055,1.09,2017/01/01 00:00:11.011193,
PROCESS_2,COMPONENT_2,1483246811011193.11,XYZ_Latency_080,1.95,2017/01/01 00:00:11.011193,
PROCESS_1,COMPONENT_2,1483246803866445.10,XYZ_Latency_002,1.08,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,1483246803866445.10,XYZ_Latency_027,0.32,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,1483246803866445.10,XYZ_Latency_017,1.9,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,1483246803866445.10,XYZ_Latency_077,0.75,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_2,1483246803866445.10,XYZ_Latency_061,1.75,2017/01/01 00:00:03.866445,
PROCESS_1,COMPONENT_4,1483246806315133.58,XYZ_Latency_088,1.42,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,1483246806315133.58,XYZ_Latency_007,1.14,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,1483246806315133.58,XYZ_Latency_096,1.3,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,1483246806315133.58,XYZ_Latency_084,1.99,2017/01/01 00:00:06.315133,
PROCESS_1,COMPONENT_4,1483246806315133.58,XYZ_Latency_044,1.68,2017/01/01 00:00:06.315133,
PROCESS_2,COMPONENT_4,1483246811634451.01,XYZ_Latency_081,0.24,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,1483246811634451.01,XYZ_Latency_035,0.63,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,1483246811634451.01,XYZ_Latency_089,1.0,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,1483246811634451.01,XYZ_Latency_029,0.24,2017/01/01 00:00:11.634451,
PROCESS_2,COMPONENT_4,1483246811634451.01,XYZ_Latency_060,1.86,2017/01/01 00:00:11.634451,
PROCESS_1,COMPONENT_2,1483246805257458.88,XYZ_Latency_046,0.36,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,1483246805257458.88,XYZ_Latency_071,0.24,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,1483246805257458.88,XYZ_Latency_045,0.45,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,1483246805257458.88,XYZ_Latency_059,0.24,2017/01/01 00:00:05.257458,
PROCESS_1,COMPONENT_2,1483246805257458.88,XYZ_Latency_049,0.64,2017/01/01 00:00:05.257458,
PROCESS_2,COMPONENT_1,1483246801426845.11,XYZ_Latency_033,0.99,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,1483246801426845.11,XYZ_Latency_073,0.21,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,1483246801426845.11,XYZ_Latency_024,1.63,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,1483246801426845.11,XYZ_Latency_098,0.82,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_1,1483246801426845.11,XYZ_Latency_055,0.2,2017/01/01 00:00:01.426845,
PROCESS_2,COMPONENT_2,1483246813801738.19,XYZ_Latency_076,1.83,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,1483246813801738.19,XYZ_Latency_059,1.71,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,1483246813801738.19,XYZ_Latency_017,1.72,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,1483246813801738.19,XYZ_Latency_063,1.77,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_2,1483246813801738.19,XYZ_Latency_024,0.25,2017/01/01 00:00:13.801738,
PROCESS_2,COMPONENT_1,1483246807807787.25,XYZ_Latency_054,1.38,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,1483246807807787.25,XYZ_Latency_067,0.34,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,1483246807807787.25,XYZ_Latency_055,1.05,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,1483246807807787.25,XYZ_Latency_070,1.37,2017/01/01 00:00:07.807787,
PROCESS_2,COMPONENT_1,1483246807807787.25,XYZ_Latency_070,0.38,2017/01/01 00:00:07.807787,
PROCESS_1,COMPONENT_1,1483246812277186.83,XYZ_Latency_035,0.49,2017/01/01 00:00:12.277186,
PROCESS_1,COMPONENT_1,1483246812277186.83,XYZ_Latency_083,0.93,2017/01/01 00:00:12.277186,
PROCESS_1,COMPONENT_1,1483246812277186.83,XYZ_Latency_078,1.14,2017/01/01 00:00:12.277186,
PROCESS_1,COMPONENT_1,1483246812277186.83,XYZ_Latency_060,1.05,2017/01/01 00:00:12.277186,
PROCESS_1,COMPONENT_1,1483246812277186.83,XYZ_Latency_003,1.16,2017/01/01 00:00:12.277186,
PROCESS_1,COMPONENT_1,1483246813482195.68,XYZ_Latency_040,0.44,2017/01/01 00:00:13.482195,
PROCESS_1,COMPONENT_1,1483246813482195.68,XYZ_Latency_007,0.32,2017/01/01 00:00:13.482195,
PROCESS_1,COMPONENT_1,1483246813482195.68,XYZ_Latency_049,1.94,2017/01/01 00:00:13.482195,
PROCESS_1,COMPONENT_1,1483246813482195.68,XYZ_Latency_055,0.91,2017/01/01 00:00:13.482195,
PROCESS_1,COMPONENT_1,1483246813482195.68,XYZ_Latency_081,0.81,2017/01/01 00:00:13.482195,
PROCESS_1,COMPONENT_3,1483246810596064.01,XYZ_Latency_053,1.84,2017/01/01 00:00:10.596064,
PROCESS_1,COMPONENT_3,1483246810596064.01,XYZ_Latency_008,1.47,2017/01/01 00:00:10.596064,
PROCESS_1,COMPONENT_3,1483246810596064.01,XYZ_Latency_074,1.98,2017/01/01 00:00:10.596064,
PROCESS_1,COMPONENT_3,1483246810596064.01,XYZ_Latency_033,1.38,2017/01/01 00:00:10.596064,
PROCESS_1,COMPONENT_3,1483246810596064.01,XYZ_Latency_013,1.63,2017/01/01 00:00:10.596064,
PROCESS_2,COMPONENT_2,1483246813394771.48,XYZ_Latency_083,0.38,2017/01/01 00:00:13.394771,
PROCESS_2,COMPONENT_2,1483246813394771.48,XYZ_Latency_008,0.16,2017/01/01 00:00:13.394771,
PROCESS_2,COMPONENT_2,1483246813394771.48,XYZ_Latency_068,0.16,2017/01/01 00:00:13.394771,
PROCESS_2,COMPONENT_2,1483246813394771.48,XYZ_Latency_051,0.54,2017/01/01 00:00:13.394771,
PROCESS_2,COMPONENT_2,1483246813394771.48,XYZ_Latency_078,1.55,2017/01/01 00:00:13.394771,
PROCESS_1,COMPONENT_1,1483246813487932.99,XYZ_Latency_068,1.13,2017/01/01 00:00:13.487932,
PROCESS_1,COMPONENT_1,1483246813487932.99,XYZ_Latency_094,1.03,2017/01/01 00:00:13.487932,
PROCESS_1,COMPONENT_1,1483246813487932.99,XYZ_Latency_092,1.56,2017/01/01 00:00:13.487932,
PROCESS_1,COMPONENT_1,1483246813487932.99,XYZ_Latency_048,1.04,2017/01/01 00:00:13.487932,
PROCESS_1,COMPONENT_1,1483246813487932.99,XYZ_Latency_071,0.3,2017/01/01 00:00:13.487932,
PROCESS_2,COMPONENT_2,1483246805088936.60,XYZ_Latency_062,0.66,2017/01/01 00:00:05.088936,
PROCESS_2,COMPONENT_2,1483246805088936.60,XYZ_Latency_069,0.88,2017/01/01 00:00:05.088936,
PROCESS_2,COMPONENT_2,1483246805088936.60,XYZ_Latency_094,1.98,2017/01/01 00:00:05.088936,
PROCESS_2,COMPONENT_2,1483246805088936.60,XYZ_Latency_098,0.37,2017/01/01 00:00:05.088936,
PROCESS_2,COMPONENT_2,1483246805088936.60,XYZ_Latency_022,1.24,2017/01/01 00:00:05.088936,
PROCESS_2,COMPONENT_4,1483246813598524.37,XYZ_Latency_095,0.62,2017/01/01 00:00:13.598524,
PROCESS_2,COMPONENT_4,1483246813598524.37,XYZ_Latency_093,0.4,2017/01/01 00:00:13.598524,
PROCESS_2,COMPONENT_4,1483246813598524.37,XYZ_Latency_079,1.4,2017/01/01 00:00:13.598524,
PROCESS_2,COMPONENT_4,1483246813598524.37,XYZ_Latency_017,0.58,2017/01/01 00:00:13.598524,
PROCESS_2,COMPONENT_4,1483246813598524.37,XYZ_Latency_067,0.22,2017/01/01 00:00:13.598524,
PROCESS_1,COMPONENT_4,1483246813760767.88,XYZ_Latency_040,0.14,2017/01/01 00:00:13.760767,
PROCESS_1,COMPONENT_4,1483246813760767.88,XYZ_Latency_045,0.91,2017/01/01 00:00:13.760767,
PROCESS_1,COMPONENT_4,1483246813760767.88,XYZ_Latency_097,1.36,2017/01/01 00:00:13.760767,
PROCESS_1,COMPONENT_4,1483246813760767.88,XYZ_Latency_076,0.23,2017/01/01 00:00:13.760767,
PROCESS_1,COMPONENT_4,1483246813760767.88,XYZ_Latency_041,1.96,2017/01/01 00:00:13.760767,
PROCESS_1,COMPONENT_2,1483246804098349.56,XYZ_Latency_001,0.1,2017/01/01 00:00:04.098349,
PROCESS_1,COMPONENT_2,1483246804098349.56,XYZ_Latency_002,0.15,2017/01/01 00:00:04.098349,
PROCESS_1,COMPONENT_2,1483246804098349.56,XYZ_Latency_097,1.04,2017/01/01 00:00:04.098349,
PROCESS_1,COMPONENT_2,1483246804098349.56,XYZ_Latency_011,0.29,2017/01/01 00:00:04.098349,
PROCESS_1,COMPONENT_2,1483246804098349.56,XYZ_Latency_098,0.38,2017/01/01 00:00:04.098349,
PROCESS_1,COMPONENT_1,1483246811099882.69,XYZ_Latency_037,1.29,2017/01/01 00:00:11.099882,
PROCESS_1,COMPONENT_1,1483246811099882.69,XYZ_Latency_001,1.44,2017/01/01 00:00:11.099882,
PROCESS_1,COMPONENT_1,1483246811099882.69,XYZ_Latency_068,0.27,2017/01/01 00:00:11.099882,
PROCESS_1,COMPONENT_1,1483246811099882.69,XYZ_Latency_025,1.07,2017/01/01 00:00:11.099882,
PROCESS_1,COMPONENT_1,1483246811099882.69,XYZ_Latency_031,0.48,2017/01/01 00:00:11.099882,
PROCESS_2,COMPONENT_1,1483246809219205.10,XYZ_Latency_016,1.12,2017/01/01 00:00:09.219205,
PROCESS_2,COMPONENT_1,1483246809219205.10,XYZ_Latency_078,1.71,2017/01/01 00:00:09.219205,
PROCESS_2,COMPONENT_1,1483246809219205.10,XYZ_Latency_084,1.53,2017/01/01 00:00:09.219205,
PROCESS_2,COMPONENT_1,1483246809219205.10,XYZ_Latency_029,1.54,2017/01/01 00:00:09.219205,
PROCESS_2,COMPONENT_1,1483246809219205.10,XYZ_Latency_035,1.52,2017/01/01 00:00:09.219205,
PROCESS_1,COMPONENT_2,1483246805661802.49,XYZ_Latency_090,0.27,2017/01/01 00:00:05.661802,
PROCESS_1,COMPONENT_2,1483246805661802.49,XYZ_Latency_032,0.57,2017/01/01 00:00:05.661802,
PROCESS_1,COMPONENT_2,1483246805661802.49,XYZ_Latency_052,0.11,2017/01/01 00:00:05.661802,
PROCESS_1,COMPONENT_2,1483246805661802.49,XYZ_Latency_083,1.78,2017/01/01 00:00:05.661802,
PROCESS_1,COMPONENT_2,1483246805661802.49,XYZ_Latency_097,0.75,2017/01/01 00:00:05.661802,
PROCESS_1,COMPONENT_2,1483246804810301.15,XYZ_Latency_053,0.48,2017/01/01 00:00:04.810301,
PROCESS_1,COMPONENT_2,1483246804810301.15,XYZ_Latency_015,0.63,2017/01/01 00:00:04.810301,
PROCESS_1,COMPONENT_2,1483246804810301.15,XYZ_Latency_089,1.71,2017/01/01 00:00:04.810301,
PROCESS_1,COMPONENT_2,1483246804810301.15,XYZ_Latency_009,1.55,2017/01/01 00:00:04.810301,
PROCESS_1,COMPONENT_2,1483246804810301.15,XYZ_Latency_035,0.16,2017/01/01 00:00:04.810301,
PROCESS_1,COMPONENT_1,1483246807504829.48,XYZ_Latency_080,0.81,2017/01/01 00:00:07.504829,
PROCESS_1,COMPONENT_1,1483246807504829.48,XYZ_Latency_043,0.35,2017/01/01 00:00:07.504829,
PROCESS_1,COMPONENT_1,1483246807504829.48,XYZ_Latency_060,0.88,2017/01/01 00:00:07.504829,
PROCESS_1,COMPONENT_1,1483246807504829.48,XYZ_Latency_097,1.65,2017/01/01 00:00:07.504829,
PROCESS_1,COMPONENT_1,1483246807504829.48,XYZ_Latency_033,0.9,2017/01/01 00:00:07.504829,
PROCESS_1,COMPONENT_3,1483246806200547.56,XYZ_Latency_039,1.68,2017/01/01 00:00:06.200547,
PROCESS_1,COMPONENT_3,1483246806200547.56,XYZ_Latency_022,0.75,2017/01/01 00:00:06.200547,
PROCESS_1,COMPONENT_3,1483246806200547.56,XYZ_Latency_005,0.32,2017/01/01 00:00:06.200547,
PROCESS_1,COMPONENT_3,1483246806200547.56,XYZ_Latency_061,1.31,2017/01/01 00:00:06.200547,
PROCESS_1,COMPONENT_3,1483246806200547.56,XYZ_Latency_064,1.34,2017/01/01 00:00:06.200547,
PROCESS_1,COMPONENT_2,1483246807977726.01,XYZ_Latency_072,1.1,2017/01/01 00:00:07.977726,
PROCESS_1,COMPONENT_2,1483246807977726.01,XYZ_Latency_050,0.85,2017/01/01 00:00:07.977726,
PROCESS_1,COMPONENT_2,1483246807977726.01,XYZ_Latency_001,0.99,2017/01/01 00:00:07.977726,
PROCESS_1,COMPONENT_2,1483246807977726.01,XYZ_Latency_091,1.64,2017/01/01 00:00:07.977726,
PROCESS_1,COMPONENT_2,1483246807977726.01,XYZ_Latency_025,1.73,2017/01/01 00:00:07.977726,
PROCESS_1,COMPONENT_2,1483246801211935.77,XYZ_Latency_099,1.48,2017/01/01 00:00:01.211935,
PROCESS_1,COMPONENT_2,1483246801211935.77,XYZ_Latency_023,0.49,2017/01/01 00:00:01.211935,
PROCESS_1,COMPONENT_2,1483246801211935.77,XYZ_Latency_001,0.54,2017/01/01 00:00:01.211935,
PROCESS_1,COMPONENT_2,1483246801211935.77,XYZ_Latency_070,1.0,2017/01/01 00:00:01.211935,
